향 하다 하다;;;향해야 할 지
모르다 되어다 걸;;;모르 게 되었 다는 걸
정상 선 채;;;정상 에 선 채
하다 걸음 나아가다 못 것;;;한 걸음 도 나아가지 못 한 것 을
요리사 있다;;;요리사 에게 있어 서
정체 란 퇴화 마찬가지;;;정체 란 퇴화 와 마찬가지
이 승부 스페셜 리티;;;이 승부 에서 스페셜 리티 를
자신 요리 정체 되다 걸;;;자신 의 요리 가 정체 된 걸
우리 알리 싶다;;;우리 에게 알리 고 싶지
않다 때문 이;;;않았 기 때문 이 지
당신 뭘 알;;;당신 이 뭘 알 아
NAME 그룹 고용;;;NAME 그룹 의 고용
이 몸 뭘;;;이 몸 의 뭘
먹다 봐;;;먹어 봐 라
타도 코로 군 요리;;;타도 코로 군 의 요리 를
왜 그렇다 짓;;;왜 그런 짓 을
자;;;자
훗;;;훗
불 조절 미숙;;;불 조절 이 미숙 해
장식 파테 연결 미숙;;;장식 도 파테 연결 도 미숙 해
도지 마 씨 늙다;;;도지 마 씨 도 늙었 군
그런데 …;;;그런데 …
그런데 왜;;;그런데 왜
이렇다 마음 스 들다 거지;;;이렇 게나 마음 에 스 며 드는 거지
부족함 있다;;;부족함 은 있다
먹다 쪽 대한 배려 담기다;;;먹는 쪽 에 대한 배려 가 담겨 있 어서
긴장 가득 찬 마음;;;긴장 으로 가득 찬 마음 을
풀다 듯 …;;;풀어 가 는 듯 한 …
이 맛 마치 …;;;이 맛 은 마치 …
코지;;;코지 로
너 또 싸우다;;;너 또 싸웠 다고
고집 부렸던 거 겠다;;;고집 이나 부렸던 거 겠지
내다 혼자 좋다;;;내는 혼자 가 좋 다
아 무도 이해 몬 해도 괜찮다;;;아 무도 이해 몬 해도 괜찮 다
안 데이;;;안 데이
니 늘 그리다 고집 부려;;;니 가 늘 그리 고집 부려 가
오해 받다 쉬다;;;오해 받기 쉽 더라도
어 엄마 …;;;어 엄마 …
퍼뜩 가다 묵자;;;퍼뜩 가서 묵자
응;;;응
아 보다;;;아 보거 라
무지개 뜨다;;;무지개 도 떴 데 이
아름답다 제 코지;;;아름답 제 코지 로
응;;;응
다행;;;다행 이다
그치다;;;그치
이 맛 마치;;;이 맛 은 마치
어머니 사랑 …;;;어머니 의 사랑 …
어이 굼벵이;;;어이 굼벵이
아아 네;;;아아 네
닭 간의 잡다;;;닭 간의 잡 내 를
제거 하다 데 쓸다 모양;;;제거하는 데 쓴 모양 이네
올스파이스 시나몬;;;올스파이스 는 시나몬
클로브;;;클로브
함께 지니다 향신료;;;함께 지닌 향신료 니까
하지만 그것 이유 아니다;;;하지만 그것 만이 이유 는 아니 구나
아 아 저기 네 네;;;아 아 저기 네 네 에
선배 들 어제 쭉 심사 하다;;;선배 들 은 어제 부터 쭉 심사 하느 라
효과 있다 요;;;효과 가 있으 니까 요
조 조금 그 …;;;조 조금 이라도 그 …
속 좋다 요리 내다 싶다 서요;;;속 에 좋 은 요리 를 내고 싶어 서요
역시 NAME 짱 최고;;;역시 NAME 짱 은 최고 예요
아아;;;아아
역시 우리 보다 눈 옳다;;;역시 우리 가 보는 눈 은 옳았 구나
그렇다 않다 미즈하라 선배;;;그렇 지 않아 요 미즈하라 선배
부족하다 전해지다;;;부족하지 만 전해지는
타도 코로 군 대결 하다;;;타도 코로 군 은 대결 이라 할 지 라도
요리 먹어주다 상대;;;요리 를 먹어줄 상대 를
분명하다 보고 자 하다;;;분명히 보고 자 했 지
네 정상 너머 향 하다;;;네 가 정상 너머 로 향하는
길 개척 하다 데 있다;;;길 을 개척 하는 데 있어 서
필요하다 것 여겨지다;;;필요한 것 으로 여겨지는 데
난 오랜 시간;;;난 오랜 시간
손님 얼굴;;;손님 얼굴 도
오직 혼자 요리 …;;;오직 혼자 서 요리 를 …
즉 비기다;;;즉 비김 이 군요
이 승부;;;이 승부
제 맡다 두 도록 하다;;;제 가 맡아 두 도록 하죠
음;;;음
무승부 란 건;;;무승부 란 건
타도 코로 군 처우;;;타도 코로 군 의 처우 는
식 극 개시 전 그대로 건가;;;식 극 개시 전 그대로 라는 건가
살아나다 노력 하다;;;살아남 도록 노력해 라
유키 히 NAME …;;;유키 히 라 NAME 라 …
정말 솔직하다 못 하다;;;정말 솔직하지 못 하네 요
죄죄 죄송하다;;;죄죄죄 죄송해 요
저기 그게 …;;;저기 그게 …
따스하다 대접 하다 그 기개;;;따스하게 대접하려 는 그 기개
호스 피 타다 티;;;호스 피 탈 리 티
그게 네 요리 존재 하다;;;그게 네 요리 에는 존재한 다
앞 NAME;;;앞 으로 NAME 에서
이 장의 코인;;;이 장의 코인 은
너희 미래 대한 투자;;;너희 미래 에 대한 투자 다
어쩐지 살아나다 모양;;;어쩐지 살아남 은 모양 인데
너무 뛰어나다 재치 탓;;;너무 뛰어난 재치 탓 인가요
그렇다;;;그래
시 노미 늘다 너무 위만 바라보다 나머지;;;시 노미 야 는 너무 위만 바라본 나머지
불필요하다 여기다 것;;;불필요하다 고 여기는 것 을
남김없이 잘르다 내다;;;남김없이 잘라 냈 다
오너 셰프 로서;;;오너 셰프 로서
그릇 성숙 하다 전;;;그릇 이 성숙하기 전 에
하지만 요리사;;;하지만 요리사 가
온갖 것 흡수 자 하다;;;온갖 것 에서 흡수 하고 자 하는
탐욕 불가결 하다;;;탐욕 이 불가결 하지
오늘 밤 시 노미 늘다;;;오늘 밤 에 시 노미 야 는
그걸 되찾다;;;그걸 되찾 았 겠 지
두 요리사 동시 구원 받다;;;두 요리사 가 동시 에 구원 받았 네요
도지 마 씨 교육자 군;;;도지 마 씨 는 교육자 군 요
과대 평가;;;과대 평가 다
완전하다 밤 다 돼다;;;완전히 밤 이 다 됐 네
통화 잔뜩 있다;;;통화 가 잔뜩 있어
얼른 돌아가다 얼굴 보이다;;;얼른 돌아가서 얼굴 보여 줘
난 느긋하 돌아가다 테;;;난 느긋하 게 돌아갈 테 니까
응;;;응
NAME 군;;;NAME 군
난 이 은혜 절대 잊다 않다;;;난 이 은혜 를 절대 잊지 않 을 게
다 들다 걱정 하다;;;다 들 걱정하잖 아
응;;;응
지다 …;;;졌 다 …
지다 …;;;졌 어 …
그 자리;;;그 자리 에서
진심 이기다 들다;;;진심 으로 이기 려 들었 다
그것 또한 요리사;;;그것 도 또한 요리사 에게
필요하다 소양 이;;;필요한 소양 이 지
훈장 따다;;;훈장 을 따겠 다며
진심 맹세 떠나다;;;진심 으로 맹세 하고 떠났 던
어리다 날 시 노미 처럼;;;어린 날 의 시 노미 야 처럼
그만두다 생각 하다 서도;;;그만두자 고 생각하면 서도
도망치다 수 없다;;;도망칠 수 없어 서
흔들다 흔들다 흔들다 흔들다;;;흔들 흔들 흔들 흔들
자신 없다 탓;;;자신 이 없는 탓 에
자기 자신 나타내다 못;;;자기 자신 도 나타내지 못 해서
자신 잃다 반복;;;자신 잃기 를 반복
뱅글 뱅글 뱅글 뱅글;;;뱅글 뱅글 뱅글 뱅글
더 잃어버리다 않다;;;더 는 잃어버리 지 않겠 어
미소 있다 아 무것 필요 없다;;;미소 가 있으 면 아 무것 도 필요 없어
호화 것;;;호화 로운 것 도
요란 장식;;;요란 한 장식 도
식탁 두다 앉다;;;식탁 에 둘 러 앉자
전날 실수;;;전날 의 실수 도
더 하다;;;더해서
호화 맛 내기;;;호화 로운 맛 내기 도
눈물 맛 이제;;;눈물 의 맛 은 이제
짜다 걸 알다;;;짜다 는 걸 알 았 어도
마지막 항상;;;마지막 엔 항상
웃 테;;;웃 을 테 니까
아무리 많다 사람 속;;;아무리 많은 사람 속 에서도
외톨이 이다;;;외톨이 였 지만
다녀오다 …;;;다녀왔 …
대체 얼마나 무모 거 넌;;;대체 얼마나 무모 한 거 냐 넌
걱정 하다;;;걱정했 다고
졸업생 식 극;;;졸업생 에게 식 극 을
신청 하다 말 듣다;;;신청했 다는 말 을 듣고
유우 키 진정;;;유우 키 진정 해
NAME 군 없다;;;NAME 군 이 없었 다면
난 퇴학 당하다;;;난 퇴학 당했 을 거야
아아 그렇다;;;아아 그렇 구나
료오코 오오;;;료오코 오오오오오
나 매달리다 울부짖다 마;;;나 한테 매달려 서 울부짖 지 마
그래도 정말 다행;;;그래도 정말 다행 이다
둘 다 무사하다;;;둘 다 무사해서
긴장 되다 하다 마;;;긴장되 게 하지 마
체력 소모 하다;;;체력 소모 하니 까
괜찮다;;;괜찮 냐
아 무것 아니다;;;아 무것 도 아니 야
유키 히;;;유키 히 라
살다;;;살 아 있 었 냐
이 자식;;;이 자식
오늘 밤 화투 선수권 개최 하다;;;오늘 밤 은 화투 선수권 을 개최 한 다
어어 지금;;;어어 지금 부터
왜 항상 내 방이 고;;;왜 항상 내 방이 냐 고
다음 화;;;다음 화
식 극 NAME;;;식 극 의 NAME
새벽녘 전의 알 들;;;새벽녘 전의 알 들
먹다 봐;;;먹어 봐 라
노려;;;노려 라
컴 플 리트;;;컴 플 리트
﻿ 잇다 시키다 선배;;;﻿ 잇 시키 선배
다녀오다;;;다녀왔 습니다
그 지옥 합숙 살아나다;;;그 지옥 합숙 에서 살아남 았 구나
정말 고생 하다 …;;;정말 고생했 …
어;;;어
다녀오다;;;다녀왔 습니다
NAME 군;;;NAME 군
한결 늠름해졌;;;한결 늠름해졌 네
정말 과제 힘들다 보구;;;정말 과제 가 힘들었 나 보구 나
타도 코로 짱;;;타도 코로 짱
타도 코로 짱;;;타도 코로 짱 이니
다른 애 들 왠지 불량 지다;;;다른 애 들 도 왠지 불량 해 졌 는데
시 꺼;;;시 꺼 요
언니;;;언니
이 녀석 멍석 말 버리다;;;이 녀석 멍석 에 말 아 버리 죠
말 버리다;;;말 아 버리 죠
배선 실례 되다 말;;;배선 에게 실례 되는 말
지껄이 마르다;;;지껄이 지 마라
내 가만 안 두다;;;내 가 가만 안 둔 다
이부 사키 군;;;이부 사키 군
평소 챠밍 헤어스타일;;;평소 의 챠밍 한 헤어스타일 이
엉망 돼다;;;엉망 이 됐 잖 아
덥다 수 룩;;;덥 수 룩
마루이 군;;;마루이 군 은
그 애 모습 안 보이다;;;그 애 만 모습 이 안 보이는 데
회수 하다 수 있다 건;;;회수 할 수 있었 던 건
이 것 뿐;;;이 것 뿐 이다
꿈 …;;;꿈 인가 …
오늘 로써 합숙 사흘 째;;;오늘 로써 합숙 은 사흘 째
얘 들 부디 무사하다;;;얘 들 아 부디 무사해 라
합격;;;합격 이다
정리 하다 되다 타도 코로 NAME;;;정리해도 된 다 타도 코로 NAME
감사 하다;;;감사합 니다
비키다 방해 되다;;;비켜 방해 되 잖 아
밉다 미안하다;;;미 미안해
부족하다 …;;;부족해 …
아직 완전하다 …;;;아직 완전히 …
좋다;;;좋 아
더욱 실력 키우다 해;;;더욱 실력 을 키워 야 해
더욱;;;더욱
향 하다;;;향해 가 네
모든 걸 걸다;;;모든 걸 걸고 서
언제 까지 여왕님 기분;;;언제 까지 고 여왕님 기분 으로
있다 수 있다 생각 마;;;있 을 수 있다 고 생각 지 마
충고 고맙다;;;충고 고맙 네요
일단 머리 담다 두 도록 하다;;;일단 머리 에 담아 두 도록 하죠
오늘 힘들다;;;오늘 도 힘들었 다
그래도 남다 건 앞 이틀;;;그래도 남은 건 앞 으로 이틀
간신히 버티다 수 있다 것 같다;;;간신히 버틸 수 있 을 것 같네
오늘 밤 취침 시간 안 적히다;;;오늘 밤 취침 시간 이 안 적혀 있 어
응;;;응
정말;;;정말 이네
인쇄 미스 아니다;;;인쇄 미스 아니 야
NAME 학원;;;NAME 학원
지금 시간 뒤;;;지금 으로부터 시간 뒤
시 교복 갈아입다;;;시 에 교복 으로 갈아입 고
대연 회장 집합 다오;;;대연 회장 에 집합 해 다오
뭐어;;;뭐어
뭐;;;뭐 야
귀찮다;;;귀찮 아
역시 다 들다 너덜너덜 하다;;;역시 다 들 너덜너덜 하네
이렇다 시간 대체 뭐 …;;;이런 시간 에 대체 뭐 가 …
유키 히;;;유키 히 라
응;;;응
너 말;;;너 말 이야
졸업생 식 극;;;졸업생 과 식 극 이라니
무모 짓 하다 말 멍 청아;;;무모 한 짓 하지 말 라고 멍 청아
학교 떠나다 건 용납 못 하다;;;학교 를 떠나는 건 용납 못 한 다
뭐 네 놈;;;뭐 야 네 놈 은
너 뭐;;;너 야말로 뭐 냐
둘 어째서 우리;;;둘 은 어째서 우리
식 극 관해 알 있다;;;식 극 에 관해 알 고 있는 거야
곳곳 소문 나다;;;곳곳 에 소문 이 났 다고
여기 있다 건;;;여기 있다 는 건
설마 시 노미 셰프;;;설마 시 노미 야 셰프 께
그렇다 거;;;그런 거 냐
아;;;아
아니다 완전 지다;;;아니 완전 졌 어
어어;;;어어
그렇다 거;;;그런 거 냐
더 묻다 말다;;;더 는 묻 지 말 아 줘
설명 하라;;;설명 하라 고
뭐 어떻다 되다 거인;;;뭐 가 어떻 게 된 건지
저기 봐;;;저기 봐
에리 님;;;에리 나 님
에리 님;;;에리 나 님 이다
전원 스테이지 주목;;;전원 스테이지 를 주목
너희 모으다 건 다르다 아니다;;;너희 를 모은 건 다름 이 아니 다
내일 과제 대해;;;내일 과제 에 대해
연락 하다 위 하다;;;연락하기 위해서 다
내일;;;내일
왜 그걸 전날 밤;;;왜 그걸 전날 밤 에
과제 내용 이 NAME;;;과제 내용 은 이 NAME
조식 신 메뉴 개발;;;조식 신 메뉴 개발 이다
조식 호텔 얼굴;;;조식 은 호텔 의 얼굴
숙박 객 들 하루 시작 연출 하다;;;숙박 객 들 하루 의 시작 을 연출하는
중요하다 식사;;;중요한 식사 다
그 테이블 화사하다 장식 하다;;;그 테이블 을 화사하게 장식 할
일품 요리 제안 해주다 하다;;;일품 요리 를 제안 해줬 으면 한 다
메인 재료 달걀;;;메인 재료 는 달걀
일 양 중식 등;;;일 양 중식 등 의
뷔페 형식 제출 기본 삼다;;;뷔페 형식 제출 을 기본 으로 삼는 다
심사 개시;;;심사 개시 는
내일 오전 시;;;내일 오전 시 다
그 시각 시식;;;그 시각 에 시식 이
가능하다 준비 하다;;;가능하 게끔 준비해 다오
내 잘못 들다;;;내 가 잘못 들었 나
오후 시지;;;오후 시지
분명하다 오전 하다;;;분명히 오전 이라고 했 어
그렇다 건;;;그렇 다는 건
아침 시간 활용 자유;;;아침 까지 시간 활용 은 자유
각 주방 요리;;;각 주방 에서 요리 를
시험 해보다 좋다;;;시험 해봐 도 좋 고
방 수면 취하다 좋다;;;방 에서 수면 을 취해도 좋 다
그렇다 내일 아침 또 보다;;;그럼 내일 아침 에 또 보자
해산;;;해산
무리;;;무리 야
이미 온몸 후 들 거리 데;;;이미 온몸 이 후 들 거리 는 데
이렇다 상태;;;이런 상태 에서는
제대로 머리 안 돌아가다;;;제대로 머리 가 안 돌아가
드디어 보람 찬 과제 나오다;;;드디어 보람 찬 과제 가 나왔 군
이탈리아 기본 달걀 요리;;;이탈리아 의 기본 달걀 요리 를
알디 의 기술 어 레인지;;;알디 니 의 기술 로 어 레인지 한
헤에;;;헤에
어떻다;;;어떤 거야
그건;;;그건
달걀 치즈 야채 범벅;;;달걀 에 치즈 나 야채 를 범벅 해서
왜 폭로 하다 거 이 사미;;;왜 폭로 하는 거 냐 이 사미
자 이제 얼른 가다;;;자 이제 얼른 가자
네 네;;;네 에 네 에
그렇다 보 내 편입 시험;;;그러 고 보 니까 내 편입 시험
그때 달걀 주제 이다;;;그때 도 달걀 이 주제 였 지
메인 재료 달걀;;;메인 재료 는 달걀
하다 그릇 만들다;;;한 그릇 만들 렴
그리다;;;그립 네
안 그렇다 NAME;;;안 그래 NAME
충고 두다;;;충고 해 두겠 지만
그때 같다 천박;;;그때 같은 천박 한
요리 내놓다 말다;;;요리 는 내놓 지 말 도록
심사 위원 실소;;;심사 위원 의 실소 를
사고 싶다 않다 말;;;사고 싶지 않다 면 말 이야
그래도 넌 맛있다 먹다;;;그래도 넌 맛있게 먹었 잖 아
누가;;;누가
에리 님;;;에리 나 님
조리 실 수배 완료 하다;;;조리 실 수배 완료 했 습니다
좋다;;;좋 아
그렇다 가다;;;그럼 가죠
뭐 있다 힘껏 없다 지혜 짜다 보다;;;뭐 있는 힘껏 없는 지혜 나 짜 보 렴
그렇다 이만;;;그럼 이만
저 …;;;저 …
둘 다 괜찮다;;;둘 다 괜찮 아
이렇게 되다;;;이렇게 되 면
자 마루이 일어나다;;;자 마루이 일어나
교쿠세;;;교쿠세 이
파이팅;;;파이팅
티 티잉;;;티 티잉
오가다 풍경;;;오가는 풍경 과는
완전하다 다르다;;;완전히 다르 군요
하지만 아마도 학생 들 지금;;;하지만 아마도 학생 들 은 지금
노 성 극심;;;노 성 보다도 극심 한
초조하다 속 잠기다;;;초조함 속 에 잠겨 있 지
이 것 괜찮다;;;이 걸 로 괜찮 을까
다른 맛 시험 볼까다;;;다른 맛 도 시험 해 볼까
생각 잔인 과제 구나;;;생각 보다 잔인 한 과제 구나
그렇다;;;그러 네
자신 요리 어지간하다;;;자신 의 요리 에 어지간히
일찌 감치 자다 생각 안 들다;;;일찌 감치 잘 생각 은 안 들 겠 네
넌 더 시험 하다;;;넌 더 시험 할 거니
아 네;;;아 네
아직 절반 못 해보다;;;아직 절반 밖에 못 해봐 서
적당하다 마치다;;;적당히 마치 렴
여왕 같다 태도;;;여왕 과도 같은 태도
감탄 스럽다;;;감탄 스럽 습니다
아아 그리고;;;아아 그리고
내일 밤 시치 라베 승부;;;내일 밤 은 시치 나 라베 승부 야
어제 도둑 잡기;;;어제 의 도둑 잡기 는
조금 컨디션 안 좋다 뿐;;;조금 컨디션 이 안 좋 았 을 뿐 이니까
알다;;;알 겠 지
아 네;;;아 네
과연 에리 님;;;과연 에리 나 님
어떠하다 일이 승자;;;어떠한 일이 든 승자 로
있다 하다 그 의지;;;있고 자 하시 는 그 의지
감탄 스럽다;;;감탄 스럽 습니다
유키 히 NAME;;;유키 히 라 NAME
똑똑하다 보다;;;똑똑히 보세 요
NAME 걸 맞다;;;NAME 에 걸 맞은
달걀 요리 왕도 걸;;;달걀 요리 의 왕도 라는 걸
고급 호텔 조식 같다 건;;;고급 호텔 의 조식 같은 건
일단 만들다 볼까다;;;일단 만들어 볼까
달걀 요리 하다;;;달걀 요리 라고 한 다면
일식 라면 달걀 말;;;일식 이 라면 달걀 말 이
양식 라면 스 크다 럼블 그;;;양식 이 라면 스 크 럼블 에 그 지
맛있다;;;맛있 어어어어
맛있다;;;맛있어
신 메뉴;;;신 메뉴 라
재밌다 걸 만들다;;;재밌는 걸 만들었 구나
하지만 기각;;;하지만 기각 이다
어어;;;어어
왜 안 되다 아버지;;;왜 안 되는 데 아버지
자다 들다 NAME;;;잘 들어 라 NAME
우리 정식 집;;;우리 는 정식 집 이다
어;;;어
손님 정식 다운 메뉴 찾다;;;손님 은 정식 다운 메뉴 를 찾아
거기 벗다;;;거기 서 벗어 난
특이하다 요리 만들다;;;특이한 요리 를 만들어 도
특이하다 내 세운 요리 안 돼다;;;특이함 을 내 세운 요리 로는 안 돼
고급 호텔 걸 맞다;;;고급 호텔 에 걸 맞은
달걀 요리 기본 메뉴;;;달걀 요리 의 기본 메뉴
신선하다 놀라다 움 담다;;;신선한 놀라 움 을 담은
거기 무언가 하나;;;거기 에 무언가 하나
놀라다 움 가미 아이디어 …;;;놀라 움 을 가미 한 아이디어 를 …
그렇다;;;그래
이 것 알디 의 기술 쏟다 조식;;;이 것 이 알디 니 의 기술 을 쏟은 조식
기다리다 유키 히;;;기다려 라 유키 히 라
이 몸 지고 요리;;;이 몸 의 지고 한 요리 를
완성 하다 얼른 자 형;;;완성했 으면 얼른 자 형
어쩌다;;;어쩌지
타도 코로 다운 요리 만들다 돼다;;;타도 코로 다운 요리 를 만들 면 돼
그거 되다;;;그거 면 된 다고
호스 피 타다 티;;;호스 피 탈 리 티
그게 네 요리 있다;;;그게 네 요리 에는 있지
으음;;;으음
아침 많이 먹다;;;아침 에는 많이 먹지
하다 않다 메뉴 좋다;;;하지 않는 메뉴 가 좋 으려나
그렇다;;;그래
그거 라면;;;그거 라면
뭐라다 이 자식;;;뭐라고 이 자식
좋다;;;좋 아
이미지 잡히다;;;이미지 가 잡혔 어
당장 시험 …;;;당장 시험 을 …
깜짝;;;깜짝 이야
넌 누구;;;넌 누구 야
응;;;응
아아 그렇다;;;아아 그래
땡큐;;;땡큐
내일 아침 기대 되다;;;내일 아침 이 기대된 다
그렇다 이만;;;그럼 이만
아프다;;;아파 아 앗
제발;;;제발
우두커니 서다 있다 비키;;;우두커니 서 있지 말고 비키 라고
하지만 아가씨 이 위치;;;하지만 아가씨 가 이 위치 에
서다 있다 하다;;;서 있으 라고 했 으니까
때 하다;;;때 라고 했 을 텐데
내 비스듬히 뒤편;;;내 비스듬히 뒤편 에서
삐 딱하다 서다 있다;;;삐 딱하게 서 있으 면
위압 감 있다 말;;;위압 감 이 있 단 말 이야
그건 어쨌어;;;그건 어쨌어
그 굳다 기용 공;;;그 굴 리 기용 공
어딘가 잊어버리다;;;어딘가 에 잊어버렸 어
믿다 수가 없다;;;믿 을 수가 없네
완전하다 허수아비;;;완전히 허수아비 네
아 미안;;;아 미안
무슨 얘기 하다 있다;;;무슨 얘기하고 있었 더라
아니다;;;아니
얘기 다운 건 전혀 안 하다;;;얘기 다운 건 전혀 안 했 는데
너희 이미 만들다 요리 정 하다;;;너희 는 이미 만들 요리 정한 거야
시험 수고 하다;;;시험 수고해
대체 뭐 이다;;;대체 뭐 였 냐
저 유키 히 NAME 군;;;저 게 유키 히 라 NAME 군 이래
소문;;;소문 보다
저런 요리 만들다 셈;;;저런 요리 를 만들 셈 이라니
정말 불합격 당 싶다 걸다;;;정말 불합격 당 하고 싶은 걸 까
다음 날 아침;;;다음 날 아침
과제 시험;;;과제 시험
넓다 엇;;;넓 어어어어 어어어어 엇
어이;;;어이
자지 마;;;자지 마
아 고맙다;;;아 고마워
타도 코로 이 회장 이다;;;타도 코로 도 이 회장 이었 나
NAME 있다;;;NAME 도 있네
유키 히;;;유키 히 라
무슨 말 하다 하다;;;무슨 말 을 하긴 하는 데
너무 멀다 안 들리다;;;너무 멀어 서 안 들리 네
어디;;;어디
내 자리 여기다;;;내 자리 는 여기 구나
옆 자리 잖다;;;옆 자리 잖아
유 유 유키 히 군;;;유 유유 유키 히 라 군
합숙 온 뒤 자주 만나다;;;합숙 온 뒤 로 자주 만나네
대체 얼마나 신출귀몰;;;대체 얼마나 신출귀몰 한 거야
이 남자 …;;;이 남자 는 …
심장 안 좋다;;;심장 에 안 좋 아
생각 해보다 네 요리;;;생각 해보니 네 요리
보다 건 처음;;;보는 건 처음 이네
뭐 내 힘 보이다 데;;;뭐 내 힘 을 보이는 데 는
안성맞춤;;;안성맞춤 이네
그렇다 마음껏 맛보다;;;그래 마음껏 맛보도 록
응;;;응
서로 맛보기 하자;;;서로 맛보기 하자 는 거야
과제 끝나다 뒤;;;과제 가 끝난 뒤 에
아 아니다;;;아 아니 야
그게 아니다;;;그게 아니 라
빈 정거 림 안 통해;;;빈 정거 림 이 안 통해
너 혹시;;;너 혹시
수플레 만들다 셈;;;수플레 를 만들 셈 이야
응;;;응
난 오믈렛 하다;;;난 오믈렛 으로 할 거야
흰자 메렝게 상태;;;흰자 를 메렝게 상태 로
거품 내다 뒤 굽다 것;;;거품 낸 뒤 에 굽는 것 으로
평범하다 오믈렛;;;평범한 오믈렛 으로는
맛보다 수 없다 식감 나오다;;;맛볼 수 없는 식감 이 나오지
그게 수플레 오믈렛 이;;;그게 수플레 오믈렛 이 지
뭐;;;뭐 야
아니다 아 무것;;;아니 아 무것 도
식감 … 말 이지;;;식감 … 말 이지
설명 들어가다;;;설명 에 들어간 다
우선 심사 위원 소개;;;우선 심사 위원 소개 다
아 아이 들;;;아 아이 들
NAME 리조트;;;NAME 리조트 가
납품 받다 식 자재 생산자 분들;;;납품 받는 식 자재 생산자 분들
그리고 그 가족;;;그리고 그 가족 이다
매년 이 합숙;;;매년 이 합숙 에서
심사 맡다 있다;;;심사 를 맡아 주 시 고 있으 며
놀라다 움 담기다;;;놀라 움 이 담긴
달걀 요리 테마;;;달걀 요리 라는 테마 도
말씀드리다 상태;;;말씀드린 상태 지
심사 매우 정확하다 해주다 거;;;심사 는 매우 정확히 해주실 거 다
덕분;;;덕분 에
이 아저씨 들;;;이 아저씨 들
걸 출하;;;걸 출하 다
관록 넘치다;;;관록 이 넘쳐
엄청 무섭다;;;엄청 무섭 다
그리고 우리 NAME 리조트;;;그리고 우리 NAME 리조트 에서
조리 부문 서비스 부문;;;조리 부문 과 서비스 부문 의
스태프 들 심사 임 다;;;스태프 들 도 심사 에 임 한 다
에엣;;;에엣
뭐;;;뭐
서비스 부문 이끌다 급사 장;;;서비스 부문 을 이끄는 급사 장
도지 마 셰프 오른 팔 요리사;;;도지 마 셰프 의 오른 팔 요리사 까지
합격 기준 두 가지;;;합격 기준 은 두 가지
생산자 프로 현장 프로;;;생산자 프로 와 현장 의 프로
그 들 인정받다;;;그 들 에게 인정받 을
발상 있다 없다;;;발상 이 있는 지 없는 지
그리고 다른 하나;;;그리고 다른 하나 는
지금 시간 이내;;;지금 부터 시간 이내 에
인분 이상;;;인분 이상 을
들다 만들다 것;;;드시 게 만드는 것
인분;;;인분 이라
남녀 노소 다양하다 손님 층;;;남녀 노소 다양한 손님 층
그야말로 호텔 조식;;;그야말로 호텔 조식 을
재현 하다 건가;;;재현 했 다는 건가
이 것 매우 현장;;;이건 매우 현장
실전 가깝다 과제;;;실전 에 가까운 과제 다
합격 처리 하다;;;합격 으로 처리 한 다
그렇다 각 회장 심사 위원 여러분;;;그럼 각 회장 의 심사 위원 여러분
조식 시간 마음껏 즐기다;;;조식 시간 을 마음껏 즐겨 주 십 시 오
심사 개시;;;심사 개시
어서 오다;;;어서 오세 요
부디;;;부디
맛보다;;;맛봐 주 세요
이 것;;;이건
이탈리아 나오다 달걀 요리 구나;;;이탈리아 에서 나온 달걀 요리 구나
치즈 감싸다 굽다;;;치즈 를 감싸 구웠 어
하지만 조식;;;하지만 조식 치고는
조금 평범하다 느낌 …;;;조금 평범한 느낌 도 …
아니다 아니다;;;아니 요 아니 요
응;;;응
샐러드 들다 겁니다;;;샐러드 로 드시 는 겁니 다
프리타타 대충 거치다 잘르다;;;프리타타 를 대충 거칠 게 잘라 서
발사믹 소스;;;발사믹 소스 와
파 마산 치즈 뿌리다;;;파 마산 치즈 를 뿌려
인살라 타;;;인살라 타
샐러드 의미;;;샐러드 라는 의미 지
맛있다;;;맛있어
부드럽다 달걀;;;부드러운 달걀 과
아삭아삭 한 채소 식감;;;아삭아삭 한 채소 의 식감
입속 뒤 섞이다 …;;;입속 에서 뒤 섞여 …
굉장하다;;;굉장해
이렇다 샐러드 먹다 보다 적 없다;;;이런 샐러드 는 먹어 본 적 없어
그 치;;;그 라 치 에
저 저기;;;저 저기
조식 어묵 이다;;;조식 어묵 입니 다
아니다;;;아니
어묵;;;어묵
게다가 꼬치 꽂다 건;;;게다가 꼬치 에 꽂 혀 있 는 건
메추리 알;;;메추리 알 이다
음;;;음
그렇게 나오다;;;그렇게 나왔 나
안도 감 주다 맛;;;안도 감 을 주는 맛
씹다 때 부드럽다 국물;;;씹 을 때 마다 부드러운 국물 이
주욱 흘러나오다;;;주욱 흘러나오는 군
메추리 알 사이즈 맞추다;;;메추리 알 에 사이즈 를 맞춘
야채 컬러풀 함;;;야채 도 컬러풀 함 에
손 가다 재미 있다;;;손 이 가는 재미 가 있다
손주 시집 오지 않다;;;손주 한테 시집 오지 않겠 나
네;;;네
네;;;네
E 회장;;;E 회장
오오 재밌다;;;오오 재밌 군
뷔페 로코모코 덮다 밥;;;뷔페 에서 로코모코 덮 밥 이라
로코모코 덮다 밥 그레이 비 소스;;;로코모코 덮 밥 에는 그레이 비 소스 를
이 것 비 그 레트 소스;;;이건 비 네 그 레트 소스
